,Year,Album Names,Album Type,Record Label(s),Song Name,Medley,Artist(s),Composer(s),Lyricist(s),Adapted from,Originally Sang by,Movie,Movie Role,Lyrics,Source
174,1987,潮流興夾Band,Full,寶麗金;新藝寶,悶到透,,許冠傑,Bruce Springsteen,林振強,,,,,"知否這數月來 身邊各老友 開始計較未來
紛紛去各國覓個竇 爭先飛去換節奏
我已變了欠缺半個老友 日日夜夜悶到透

身邊那一打女友 交上損友 跟風的跑去外國
拋低所有覓配偶 分手之際像怨偶
我已變了欠缺半個女友 日日夜夜悶到透

怎麼也好 不失信心 不想走 亦不想搬運
只憎每天 一個人 納悶地望著 交通燈

差不多需要去 公開徵友 不喜歡失去老友
孤單搭檯食晏晝 收工更覺悶到透
老友間有寄信告訴我說 外地亦是悶到透

怎麼也好 不失信心 不想走 亦不想搬運
只憎每天 一個人 納悶地望著 交通燈

差不多需要去 公開徵友 不喜歡失去老友
孤單搭檯食晏晝 收工更覺悶到透
老友間有寄信告訴我說 外地亦是悶到透

女友間有寄信告訴我說 外地亦是悶到透
我再半喊半笑 喝罐啤酒 高呼討厭悶到透",mojim.com
175,1988,Sam and Friends,Full,寶麗金;新藝寶,我是太空人,,許冠傑,劉以達,陳少琪,,,,,"重重浮雲 矇矇矓迎著我飄近
機艙裡望向窗外我心內 既失落也興奮
同僚良朋常搖頭明白我不幸
奔波千里為了今夜再親近 再可獲妳的吻

無法知在遠方心中境況 祈望妳不需隱藏
疲和倦眼光每夜未忘 甜夢裡重遇你歡笑開朗

(流浪無家漢 時常雲霧裡闖蕩)
為了一線寄望

無法知在遠方心中境況 祈望妳不需隱藏
疲和倦眼光每夜未忘 甜夢裡重遇你歡笑開朗

迷糊徬徨 如逃亡離別這海岸
匆匆趕往越過風浪 再希望我早日會釋放

無法知在遠方心中境況 祈望妳不需隱藏
疲和倦眼光每夜未忘 甜夢裡重遇你歡笑開朗

(流浪無家漢 時常雲霧裡闖蕩)
為了一線寄望
(流浪無家漢 時常雲霧裡闖蕩)
為了一線寄望
(流浪無家漢 時常雲霧裡闖蕩)
為了一線寄望
(流浪無家漢 時常雲霧裡闖蕩)",KKBOX.com
176,1988,Sam and Friends,Full,寶麗金;新藝寶,你有你講(佢有佢講),,許冠傑,許冠傑,許冠傑,,,雞同鴨講,主題曲,"我個媽打跟我個花打好一對鷸蚌 分分鐘拗撬認真多野講
花打講緊美蘇日韓 媽打講緊化粧
花打講股市 媽打講抽脂肪
我個賓妹工人跟個馬姐三姑最佳拍檔
馬姐聽督督撐 賓妹聽歌拉桑
馬姐炆豬腳加一羹白糖 賓妹講 No No You're wrong
一早起身兩個一中一英拗到上床 認真好拍檔

你有你講佢有佢講 兩個吱吱喳喳拗到面黃
o徒聲壞氣愈叫愈狂 嗌到拆喉嚨就快乾
你有你講佢有佢講 兩個嘰嘰呱呱口水奔放
始終都冇結論拗到天光 真係雞同鴨講(睬你都贛)
雞同鴨講 (認真惡講)

交通差跟個 Van 仔佬街邊辦案 Van 仔佬塊面似隻苦瓜乾
俾俾面俾一次機會得呱 交通差打起官腔
你超速兼超載衰梗上定堂
香港地分分鐘有雞同鴨講o既狀況
先生講數學你我答吹波糖 David 張係處扯緊鼻鼾
Mary 梁擠緊暗瘡 黑仔跟 Mark 少組織緊飛車黨
間班房一檔檔

你有你講佢有佢講 個個吱吱喳喳拗到面黃
o徒聲壞氣愈叫愈狂 嗌到拆喉嚨就快乾
你有你講佢有佢講 個個嘰嘰呱呱口水奔放
始終都冇結論拗到天光 真係雞同鴨講(睬你都贛)
雞同鴨講 (認真惡講)

你有你講佢有佢講 個個吱吱喳喳拗到黃面
o徒聲壞氣愈叫愈狂 嗌到拆喉嚨就快乾
你有你講佢有佢講 個個嘰嘰呱呱口水奔放
始終都冇結論拗到天光 真係雞同鴨講(睬你都贛)
雞同鴨講 (認真惡講)

真係雞同鴨講(睬你都贛)
雞同鴨講 (認真惡講)",KKBOX.com
177,1988,Sam and Friends,Full,寶麗金;新藝寶,沉默是金,,許冠傑,張國榮,許冠傑,,,,,"夜風凜凜 獨回望舊事前塵
是以往的我 充滿怒憤
誣告與指責積壓著滿肚氣不忿
對謠言反應甚為著緊

受了教訓 得了書經的指引
現已看得透 不再自困
但覺有分數 不再像以往那般笨
抹淚痕輕快笑著行

冥冥中 都早注定你富或貧
是錯永不對 真永是真
任你怎說 安守我本份
始終相信沉默是金

是非有公理 慎言莫冒犯別人
遇上冷風雨休太認真
自信滿心裡 休理會諷刺與質問
笑罵由人 灑脫地做人

受了教訓 得了書經的指引
現已看得透 不再自困
但覺有分數 不再像以往那般笨
抹淚痕輕快笑著行

冥冥中 都早注定你富或貧
是錯永不對 真永是真
任你怎說 安守我本份
始終相信沉默是金

是非有公理 慎言莫冒犯別人
遇上冷風雨休太認真
自信滿心裡 休理會諷刺與質問
笑罵由人 灑脫地做人

少年人 灑脫地做人
繼續行 灑脫地做人
少年人 灑脫地做人
繼續行 灑脫地做人
少年人 灑脫地做人
繼續行 灑脫地做人
少年人 灑脫地做人",KKBOX.com
178,1988,Sam and Friends,Full,寶麗金;新藝寶,這一個日子,,許冠傑,許冠傑,向雪懷,,,,,"當這日子開始接近我 心中都總記起
一個多情人曾求你說出你可愛我
當你說願意 從此朝晚伴我
即使聽到你講一個謊言 仍覺開心和幸福
今天只應該屬於你我 一生的開心日子不多
盲目愛過 甜夢裡醒過
每日我心中只有你一個
寒夜裡擁抱著你 午夜時親一親你
一生快樂全屬於你我

當這日子開始接近我 心中都總記起
一個癡情人從這天身邊多了我
當你說願意貧苦都愛我
一生不分開 幾個多情人 還會更比我幸福

今天只應該屬於你我 一生的開心日子不多
盲目愛過 甜夢裡醒過
每日我心中只有你一個
寒夜裡擁抱著你 午夜時親一親你
一生快樂全屬於你我

盲目愛過 甜夢裡醒過
每日我心中只有你一個
寒夜裡擁抱著你 午夜時親一親你
今天以後全屬於你我",KKBOX.com
179,1988,Sam and Friends,Full,寶麗金;新藝寶,神秘女子,,許冠傑,周啟生,潘源良,,,,,"忽然在近忽然在遠，像片輕煙，
忽然極冷忽然極暖，時常蛻變。
問你你是誰，在空虛心窩中笑著吸煙，
用你的沈默惹起了烈焰，用嘆息無奈噴出更多霧煙。

在這深宵像絲輕煙消失了在我枕邊，
在這深宵無夢再眠，不知道在那天，
不知道在那天，可再現眼前。

忽然在近忽然在遠，像片輕煙，
忽然極冷忽然極暖，時常蛻變。
問你你是誰，在空虛心窩中笑著吸煙，
用你的沈默惹起了烈焰，用嘆息無奈噴出更多霧煙。

在這深宵像絲輕煙消失了在我枕邊，
在這深宵無夢再眠，不知道在那天，
不知道在那天，可再現眼前。",KKBOX.com
180,1988,Sam and Friends,Full,寶麗金;新藝寶,他的下半生,,許冠傑,泰迪羅賓,陳少琪,,,,,"酒吧一角飲得昏醉 他的雙眼正下垂
抑鬱心裡他的子女 總不關心一句
每個晚上也都喝醉 緊握酒杯與失意暢聚
哭中感歎這生將要消失去

奔波匆匆一生裡 (遠去沒法追)
卻為著誰
過去的都失去 (滿眼淚水)
要抱怨著誰

手中相裡他跟子女 當天歡笑結伴隨
此刻只有這酒吧裡 他跟影子一對
過往努力半生過去 追憶當中也不免帶淚
酒吧關閉不可關上他心碎

奔波匆匆一生裡 (遠去沒法追)
卻為著誰
過去的都失去 (滿眼淚水)
要抱怨著誰",KKBOX.com
181,1988,Sam and Friends,Full,寶麗金;新藝寶,愉快皆因妳,,許冠傑,譚詠麟,潘偉源,,,,,"種子倚靠春風播萬里 風箏倚靠風吹遠地
小草倚靠春天每滴雨 孤單的我能愉快皆因妳

黑暗中 誰令我星光掛起 誰分擔心裡困惱日期
同上帝捉下棋 殘局裡找出轉機 為了內心有著妳

崎嶇的路途 未會覺倦疲 窮途時仍傲氣 皆因妳
荊棘鋪滿面前 亦會笑微微 能完成難忘日記 全為妳

黑暗中 誰令我星光掛起 誰分擔心裡困惱日期
同上帝捉下棋 殘局裡找出轉機 為了內心有著妳

崎嶇的路途 未會覺倦疲 窮途時仍傲氣 皆因妳
荊棘鋪滿面前 亦會笑微微 能完成難忘日記 全為妳

Wo Wo Wo

種子倚靠春風播萬里 風箏倚靠風吹遠地
小草倚靠春天每滴雨 孤單的我能愉快皆因妳

種子倚靠春風播萬里 風箏倚靠風吹遠地
小草倚靠春天每滴雨 孤單的我能愉快皆因妳

種子倚靠春風播萬里 風箏倚靠風吹遠地
小草倚靠春天每滴雨 孤單的我能愉快皆因妳

種子倚靠春風播萬里 風箏倚靠風吹遠地
小草倚靠春天每滴雨 孤單的我能愉快皆因妳",mojim.com
182,1988,Sam and Friends,Full,寶麗金;新藝寶,沉默是金,,許冠傑;張國榮,張國榮,許冠傑,,,,,"夜風凜凜獨回望舊事前塵 是以往的我充滿怒憤
誣告與指責積壓著滿肚氣不憤
對謠言反應甚為著緊
受了教訓 得了書經的指引
現已看得透 不再自困
但覺有分數 不再像以往那麼笨 抹淚痕輕快笑著行
冥冥中都早註定你富或貧
是錯永不對真永是真
任你怎說 安守我本分 始終相信沈默是金
是非有公理 慎言莫冒犯別人
遇上冷風雨休太認真 自信滿心裏
休理會諷刺與質問
笑罵由人 灑脫地做人

受了教訓 得了書經的指引
現已看得透 不再自困
但覺有分數 不再像以往那麼笨 抹淚痕輕快笑著行
冥冥中都早註定你富或貧
是錯永不對真永是真
任你怎說 安守我本分 始終相信沈默是金
是非有公理 慎言莫冒犯別人
遇上冷風雨休太認真 自信滿心裏
休理會諷刺與質問
笑罵由人 灑脫地做人
少年人 灑脫地做人
繼續行 灑脫地做人",KKBOX.com
183,1988,Sam and Friends,Full,寶麗金;新藝寶,不速之客,,許冠傑,許冠傑,陳少琪,,,,,"曙光輕透遠方的時侯 沉默的我已深知道內咎
重踏此處我心多難受 再想得到你雙手
我願回頭

這小巷路燈滲著愁 像當天一切都破舊
這小巷熟識過路人 住滿在黑暗的背後
曾在那天 只想富裕擁有
棄你遠走不管你 極難受
曾在那天 不想再挽你手 沒有管誰願接受
重帶著行李默然看這簡破冷巷
一看你在這小屋裡疲倦眼光
而你極迷惘未明這不速客探訪
只顧帶淚門前共我在對望

跌倒失意我心多難受 如夢醒了已深知道內咎
祈望得到你體恤原諒 再可擁有你雙手
已是無求

這小巷路燈滲著愁 像當天一切都破舊
這小巷熟識過路人 住滿在黑暗的背後
曾在那天 只想富裕擁有
棄你遠走不管你 極難受
曾在那天 不想再挽你手 沒有管誰願接受
重帶著行李默然看這簡破冷巷
一看你在這小屋裡疲倦眼光
而你極迷惘未明這不速客探訪
只顧帶淚門前共我在對望

跌倒失意我心多難受 如夢醒了已深知道內咎
祈望得到你體恤原諒 再可擁有你雙手
曙光輕透遠方的時侯 沉默的我已深知道內咎
重踏此處我心多難受 再想得到你雙手
我願回頭",KKBOX.com
184,1988,Sam and Friends,Full,寶麗金;新藝寶,不要問,,許冠傑,單立文,林夕,,,,,"我正在掛念別人 卻碰著妳在路旁正單身
以往定會甚動人 到這日卻又覺得真遺憾
妳我是往日熟人 愛過但卻未夠深
妳已另愛著別人 說會在某日結婚

不要問 分開了可有難過
不要問 可否替妳內心祝賀
不要問 可想到一切黎過
不要問 不可再錯

過去就算是動人 妳我又怎麼可對抗光陰
再次做過渡良朋 見見面慰問也不必遺憾
我也在愛著別人 妳快樂我便放心
妳我是世上俗人 愛與被愛便稱心

不要問 分開了可有難過
不要問 可否替妳內心祝賀
不要問 可想到一切黎過
不要問 不可再錯

天色已轉深 歧路在近 心中各有所尋
猶昨天一切如陌生的過路人
光陰太緊迫無謂浪費 請找要找的人
其實早知道曾熟悉的我再不吸引

過去就算是動人 妳我又怎麼可對抗光陰
再次做過渡良朋 見見面慰問也不必遺憾
我也在愛著別人 妳快樂我便放心
妳我是世上俗人 愛與被愛便稱心

不要問 分開了可有難過
不要問 可否替妳內心祝賀
不要問 可想到一切黎過
不要問 不可再錯

不要問 分開了可有難過
不要問 可否替妳內心祝賀
不要問 可想到一切黎過
不要問 不可再錯

不要問 分開了可有難過
不要問 可否替妳內心祝賀
不要問 可想到一切黎過
不要問 不可再錯",KKBOX.com
185,1988,Sam and Friends,Full,寶麗金;新藝寶,交織千個心,,許冠傑,黃家駒,黃家強,,,,,"冷 是這世間冰冷
沒有一絲關注 就讓日子飄去

看 受那痛苦逼壓
像被饑荒掩蓋 好景彷彿不再

放開心中思慮 共創美好不必恐懼
願永遠

戰 在這世界充滿
戰火摧毀一切 末日就似拉近

創 為了明天開創
忘掉幾許爭鬥 實現夢境所有

放開心中思慮 共創美好不必恐懼
願永遠

交織千個心 用愛驅走冰凍
歌聲空氣中 為世間多添個美夢

唱 為這世界歌唱
獻出一點關注 盡量令她溫暖

唱 共你挽手歌唱
獻出一點真摯 盡量令她可愛

放開心中思慮 共創美好不必恐懼
願永遠

唱 為這世界歌唱
獻出一點關注 盡量令她溫暖

唱 共你挽手歌唱
獻出一點真摯 盡量令她可愛

放開心中思慮 共創美好不必恐懼
願永遠

放開心中思慮 共創美好不必恐懼
願永遠

唱 為這世界歌唱
獻出一點關注 盡量令她溫暖

唱 共你挽手歌唱
獻出一點真摯 盡量令她可愛

唱 為這世界歌唱
獻出一點關注 盡量令她溫暖

唱 共你挽手歌唱
獻出一點真摯 盡量令她可愛

唱 為這世界歌唱
獻出一點關注 盡量令她溫暖

放開心中思慮 共創美好不必恐懼
願永遠",KKBOX.com
186,1989,許冠傑 '89 歌集,Full,寶麗金;新藝寶,未肯放棄,,許冠傑,許冠傑,小美,,,,,"夜風中，捲起無言創痛，妳別後的每天像過冬，
人遠去，總解釋有苦衷，灑脫讓妳走曾扮作鬆容。

在心中，隱隱仍然作痛，往日夢於我心未放鬆，
曾與妳，溫馨風裡抱擁，緊靠望晚空懷內笑春風。

誰會知漆黑中無法入睡念記起過去，只知掛念妳總叫我心醉，
誰明白我的心似被回憶撕碎，帶著無望眼光癡癡風裡追。

萬不該，將妳重頭再記，我儘量不去想夢已死，
忘記妳，可惜枉費心機，一到夜已深，仍是會想妳，心裡未肯放棄。

誰會知漆黑中難以入夢像似失了控，此心似被妳一再地操縱，
誰明白我的心滲著無比冰凍，每夜懷念妳的飄忽影蹤。",mojim.com
187,1989,許冠傑 '89 歌集,Full,寶麗金;新藝寶,哭泣風雨間,,許冠傑,Howard Greenfield;Carole King,許冠傑,,,,,"那天風雨瀰漫
見你正瑟縮於街角呆站
我行前問可否共伴著傘
送你家裡返
我與你相識風雨間
與你一起不會平淡
細聽雨聲傾出滿懷浪漫
柔情無限時常共伴著傘
吃漢堡包晚餐
我與你相戀風雨間
以往快樂太短暫
你已別世上奔向那天國站
剩我獨個在悲歎
剩我獨個在苦盼
怎麼你忍心拋低我一去不返
這刻風雨瀰漫
我正隻影孤單街角呆站
愁懷無限尤其是在夜晚
冷雨粘濕透衫
我暗暗哭泣風雨間
柔情無限時常共伴著傘
吃漢堡包晚餐
我與你相戀風雨間
以往快樂太短暫
你已別世上奔向那天國站
剩我獨個在悲歎
剩我獨個在苦盼
怎麼你忍心拋低我一去不返
這刻風雨瀰漫
我正隻影孤單街角呆站
愁懷無限尤其是在夜晚
冷雨粘濕透衫
我暗暗哭泣風雨間
我暗暗哭泣風雨間
我暗暗哭泣..風雨間",KKBOX.com
188,1989,許冠傑 '89 歌集,Full,寶麗金;新藝寶,阿郎戀曲,,許冠傑,羅大佑,許冠傑,,,,,"水汪汪的黑眼睛笑態多親善
你面容上的改變腦裡未移遷
輕飄飄的舊時日悄悄地飛逝
數載如夢煙般消回首那堪計
風瀟瀟的漫長路你隻身飄零
仍在尋覓你蹤影杳杳像流星
黑漆漆的孤枕邊記你的溫柔
破曉乍醒多空虛難可再擁有
抬頭遙望天邊隱隱見那倦鳥返家
你可會像他不久便再歸家
但願重拾美麗往昔再見你一面
一生匆匆怎捨浮雲和藍天
淒清清的秋雨點再碰我窗前
你別離後的轉變我永是魂牽
孤單單的身影中那痛苦失落
永不咎往昔恩怨情於你心托

風瀟瀟的漫長路你隻身飄零
仍在尋覓你蹤影杳杳像流星
黑漆漆的孤枕邊記你的溫柔
破曉乍醒多空虛難可再擁有
抬頭遙望天邊隱隱見那倦鳥返家
你可會像他不久便再歸家
但願重拾美麗往昔再見你一面
一生匆匆怎捨浮雲和藍天
淒清清的秋雨點再碰我窗前
你別離後的轉變我永是魂牽
孤單單的身影中那痛苦失落
永不咎往昔恩怨情於你心托
永不咎往昔恩怨情於你心托",KKBOX.com
189,1989,許冠傑 '89 歌集,Full,寶麗金;新藝寶,我有一個夢,,許冠傑,許冠傑,許冠傑,,,,,"我有一個夢 見世上人情味轉濃
個個輕鬆 關注代替恨痛 溫馨充滿空氣中

我有一個夢 見世上無飢荒與貧窮
吃喝不憂 足夠人人飯餸 豐衣可抗禦寒凍

再沒有戰爭的苦痛 世界大同樂也融融
人人能溝通 真摯和藹與合眾 紅日永遠掛天空

我有一個夢 見有情人別後再重逢
永再不分 破鏡重圓情合攏 天天把愛互傳送

我有一個夢 見世上無飢荒與貧窮
吃喝不憂 足夠人人飯餸 豐衣可抗禦寒凍

再沒有戰爭的苦痛 世界大同樂也融融
人人能溝通 真摯和藹與合眾 紅日永遠掛天空

我有一個夢 見有情人別後再重逢
永再不分 破鏡重圓情合攏 天天把愛互傳送

但願有天 這一個夢 實現眼中",mojim.com
190,1989,許冠傑 '89 歌集,Full,寶麗金;新藝寶,我信韻律全能,,許冠傑,許冠傑,小美,,,,,"編: 盧東尼
監: 楊喬興

這世上 像有許多人牆
既共行 也聽不到心裡想
我願能 隨著我心中感性
溶解於歌韻裡 來傾出親切感

早注定 共你小島浮沉
既共行 確信此刻是緣分
我撥琴 憑樂韻感動別人
情歌中哭與笑 人生曲解悶困

我信韻律全能 日漸把心拉近
創作好歌 給予知音
解開心中結 歌曲的吸引
心情頓倍感繽紛

我信韻律全能 實在天生福蔭
寫出好歌 讚頌人生
撩動你感覺 引發赤子之心
讓每個笑面漸移近

這世上 像有許多人牆
既共行 也聽不到心裡想
我願能 隨著我心中感性
溶解於歌韻裡 來傾出親切感

早注定 共你小島浮沉
既共行 確信此刻是緣分
我撥琴 憑樂韻感動別人
情歌中哭與笑 人生曲解悶困

我信韻律全能 日漸把心拉近
創作好歌 給予知音
解開心中結 歌曲的吸引
心情頓倍感繽紛

我信韻律全能 實在天生福蔭
寫出好歌 讚頌人生
撩動你感覺 引發赤子之心
讓每個笑面漸移近

我信韻律全能 日漸把心拉近
創作好歌 給予知音
解開心中結 歌曲的吸引
心情頓倍感繽紛

我信韻律全能 實在天生福蔭
寫出好歌 讚頌人生
撩動你感覺 引發赤子之心
讓每個笑面漸移近

撩動你感覺 引發赤子之心
讓每個笑面漸移近",KKBOX.com
191,1989,許冠傑 '89 歌集,Full,寶麗金;新藝寶,重遇晚上,,許冠傑,F. R. David;Petin;Dassin,陳少琪,Pick Up the Phone,F.R.David,,,"瑟縮酒吧一邊 嘴巴輕吐著煙
酒杯映出燈光 伴著垂下的面
抬頭又卻發現 別了半生的臉
她放下了物件 跟我互說當天

講起初中秋天 一起攀山探險
講起偷偷抽煙 又令人極想念
然後又說目前 共那富商婚變
她眼內有淚閃 口說沒有心酸

重遇晚上 夢在嚐 互相交織著惆悵
夜更長 淚更長 昨天歡聲在迴響
內心哀傷

收銀機的側邊 她竟給我付錢
雙雙走出酒吧 但話題未出現
然後在吻別前 問到我的打算
可會換個地點 飛向異國搬遷

重遇晚上 夢在嚐 互相交織著惆悵
夜更長 淚更長 昨天歡聲在迴響

乾一杯 強忍心灰 又再乾一杯

重遇晚上 夢在嚐 互相交織著惆悵
夜更長 淚更長 昨天歡聲在迴響

重遇晚上 夢在嚐 互相交織著惆悵
夜更長 淚更長 昨天歡聲在迴響

重遇晚上 夢在嚐 互相交織著惆悵
夜更長 淚更長 昨天歡聲在迴響

重遇晚上 夢在嚐 互相交織著惆悵
夜更長 淚更長 昨天歡聲在迴響

重遇晚上 夢在嚐 互相交織著惆悵
夜更長 淚更長 昨天歡聲在迴響",mojim.com
192,1989,許冠傑 '89 歌集,Full,寶麗金;新藝寶,我未驚過,,許冠傑;張國榮,許冠傑,許冠傑,,,新最佳拍檔,主題曲,"我未驚過(& 張國榮)

(S)伙記猛打鑼 (唏唏呵呵呵)
(L)呢首叫咩歌 (我未驚過)

(S)我細細個 已經好威猛事蹟多多
扮武松打虎打到隻獵狗累低咗
班靚仔個個服我 叫我阿哥 哈 我未驚過

(L)次次上課 耳筒機側側膊係咁聽歌
係到咗聽朝考試漏夜博命狂鋤
科科都勉強合格 你咪理我咁多 哈 我未驚過

(S+L)誰沒有錯 跌倒多少遍再站起過
路徑坎坷不嘆奈何 用我雙手乾坤轉過
無論挫折有幾多 我未驚過
(唏唏呵呵呵 我未驚過)
(唏唏呵呵呵 我未驚過)

(S)呅呅夠過 我鍊車捐罅係咁拖波
大隻過Rocky Boxing係我嗰一科
一郁手要佢馬上冧 數1 2 3 4 我未驚過 (1 2 3 4 5 6)

(L)有殺錯冇放過 見靚女即上 My name is Paul
撞正個媽打 四百磅嘅大肥婆
佢嚟手秤住我 要我跳似火探戈 我未驚過

(S+L)誰沒有錯 跌倒多少遍再站起過
路徑坎坷不嘆奈何 用我雙手乾坤轉過
無論挫折有幾多 我未驚過
(唏唏呵呵呵 我未驚過)
(唏唏呵呵呵 我未驚過)

(S+L)有你與我 並肩一起抗逆境風波
面對世間一切那害怕又如何
一起再次突破 再唱勁歌

(S+L)誰沒有錯 跌倒多少遍再站起過
路徑坎坷不嘆奈何 用我雙手乾坤轉過
無論挫折有幾多 我未驚過
(唏唏呵呵呵 我未驚過)
(唏唏呵呵呵 我未驚過)

(唏唏呵呵呵 我未驚過)
(唏唏呵呵呵 我未驚過)

(唏唏呵呵呵 我未驚過)
(唏唏呵呵呵 我未驚過)

(唏唏呵呵呵 我未驚過)
(唏唏呵呵呵 我未驚過)

(唏唏呵呵呵 我未驚過)
(唏唏呵呵呵 我未驚過)

(唏唏呵呵呵 我未驚過)
(唏唏呵呵呵 我未驚過)",mojim.com
193,1989,許冠傑 '89 歌集,Full,寶麗金;新藝寶,仍是要走,,許冠傑,許冠傑,小美,,,,,"若妳今夜便離去 讓我緊鎖雙眼才去
就算心中早淌淚 都要假裝想去睡 離情淚未許下垂

若妳早決定離去 別再堆起一臉憔悴
換上惋惜的眼眸 裝作捨不得退後 來放低心中內咎

愛若恆久不必講 是否佔有 愛若情深怎捨得放手
往日曾講心不變 直到日後 為何夜裡仍是要走

若妳此際便離去 讓我關起所有愁緒
扮作輕鬆的接受 給妳再找新以後 忘記這癡心玩偶

若妳早決定離去 別再堆起一臉憔悴
換上惋惜的眼眸 裝作捨不得退後 來放低心中內咎

愛若恆久不必講 是否佔有 愛若情深怎捨得放手
往日曾講心不變 直到日後 為何夜裡仍是要走

若妳此際便離去 讓我關起所有愁緒
扮作輕鬆的接受 給妳再找新以後 忘記這癡心玩偶

扮作輕鬆的接受 給妳再找新以後 忘記這癡心玩偶",mojim.com
194,1989,許冠傑 '89 歌集,Full,寶麗金;新藝寶,甜蜜印象,,許冠傑,盧冠廷,唐書琛,,,,,"我與你再一起 片片記憶彷彿再生
情感的真摯像過往 這心感激亦未消減
從前是你 令我感到世間溫暖

當天的妳 給我這絲絲 溫馨感覺 甜蜜印象
癡癡關注 早晚每刻都 不拘相送
令這心感到熱似火般燙

我與妳再一起 美滿氣氛今天再握
情感的真摯是永遠 熱愛一生亦沒改變
仍然是妳 令我感到世間溫暖

今天的妳 給我這絲絲 溫馨感覺 甜蜜印象
癡癡關注 早晚每刻都 不拘相送
令這心感到熱似火般燙

我與妳再一起 美滿氣氛今天再握
情感的真摯是永遠 熱愛一生亦沒改變
仍然是妳 令我感到世間溫暖

今天的妳 給我這絲絲 溫馨感覺 甜蜜印象
癡癡關注 早晚每刻都 不拘相送
令這心感到熱似火般燙

今天的妳 給我這絲絲 溫馨感覺 甜蜜印象
癡癡關注 早晚每刻都 不拘相送
令這心感到熱似火般燙",mojim.com
195,1989,許冠傑 '89 歌集,Full,寶麗金;新藝寶,成日記住笑,,許冠傑,許冠傑,小美,,,,,"成日記住笑 煩悶絕不干擾
縱使天色灰暗 晚星馬上照耀
帶笑上路隨風飄 滴汗也逍遙

成日記住笑(ho la la la)
和顏悅色不可少(ho la la la)
笑聲可解憂困 痛苦也盡抹掉
縱有眼淚來相邀 趕走它轉身笑

心裡邊 艷陽閃耀 就帶笑地唱歌調
當有天 徬徨失落 亦切記面帶歡笑
用笑慰寂寥 用笑建一度橋
會令每顆心 能維繫更妙

成日記住笑(永遠歡笑)
悠長路不覺遙(實在美妙)
只需開心的笑(你最緊要)
箇中滿是奧妙(永遠歡笑)
看那朗日雲飄飄 世界更加嬌俏

心裡邊 艷陽閃耀 就帶笑地唱歌調
當有天 徬徨失落 亦切記面帶歡笑
用笑慰寂寥 用笑建一度橋
會令每顆心 能維繫更妙

成日記住笑(永遠歡笑)
悠長路不覺遙(實在美妙)
只需開心的笑(你最緊要)
箇中滿是奧妙(永遠歡笑)
看那朗日雲飄飄 世界更加嬌俏

成日記住笑(永遠歡笑)
悠長路不覺遙(實在美妙)
只需開心的笑(你最緊要)
箇中滿是奧妙(永遠歡笑)
看那朗日雲飄飄 世界更加嬌俏

成日記住笑(永遠歡笑)
悠長路不覺遙(實在美妙)
只需開心的笑(你最緊要)
箇中滿是奧妙(永遠歡笑)
看那朗日雲飄飄 世界更加嬌俏


看那朗日雲飄飄 世界更加嬌俏",mojim.com
196,1990,香港情懷 '90,Full,寶麗金,同舟共濟,,許冠傑,許冠傑,許冠傑,,,,,"我與你同坐這條船 無情浪把它猛捲
滿天風雨 視野未能見
亂作一大團 不知怎算
既決意留在這條船 齊齊令它不遭破損
困境挑戰 奮勇地面對
令到這條船 永不翻轉

香港是我心 一顆不變心
實在極不願 移民外國做二等公民
必須抱著信心 把基礎打穩
盡力地做我本份 定能突破戰勝黑暗

破鏡明日定會重圓 時局定必得好轉
懷著希冀 再創造時勢
令到這條船 永久溫暖
香港是我心 一顆不變心
實在極不願 移民外國做二等公民
必須抱著信心 把基礎打穩
盡力地做我本份 定能突破戰勝黑暗

香港是我心 一顆不變心
實在極不願 移民外國做二等公民
必須抱著信心 把基礎打穩
盡力地做我本份 定能突破戰勝黑暗
香港是我家 怎捨得失去它
實在極不願 移民外國做遞菜斟茶
緊緊抱著結他 傾出這心裏話
但願藉著這番話 齊齊共你發洩一下
但願日後獅子山下 人人團結 永不分化",KKBOX.com
197,1990,香港情懷 '90,Full,寶麗金,香港製造 (Made in HK),,許冠傑,谷口守,簡寧,,,,,"嚮西貢燒烤玩海鮮好戔 租番隻舢版一釣幾斤沙
山頂散步風景靚 跟你整個豐富晚餐
嚮北角祇需幾秒到筲箕灣 飛車去天空海闊嘅淺水灣
高速馬路區區到 所有好香港製造

澳洲 四處野草鬼佬粗魯週身鬈毛
美加買野咁鬼遠路途 最怕去到無工做

香港好 東方之珠世上無 香港好 你我都也覺自豪
香港好 到處建設有前途 雨打風吹未卻步 共創造美好

江九記燒鵝好正啫啫雞煲 果邊有高級酒店靚房出租
鬼佬佢話 Shopping 正 揀個好靚中國瓦煲
響呢樹乜鬼都有 最興睇 Show Call 幾個知心好友打番幾舖
卡拉 OK 內乜都唱 拖呀 Ann 去尖東再蒲

澳洲 四處野草鬼佬粗魯週身鬈毛
美加買野咁鬼遠路途 最怕去到無工做

香港好 東方之珠世上無 香港好 你我都也覺自豪
香港好 到處建設有前途 雨打風吹未卻步 共創造美好

香港好 東方之珠世上無 香港好 你我都也覺自豪
香港好 到處建設有前途 雨打風吹未卻步 共創造美好",KKBOX.com
